suite,iccad04,default
addtool,circuittraining,https://dl.acm.org/doi/10.1145/3569052.3578926,Circuit Training as implemented by ABKGroup at UCSD
addrelease,circuittraining,ispd2023,2023-03-01
result,ibm01,3370000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm02,6280000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm03,9350000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm04,9780000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm06,7100000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm07,13100000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm08,15700000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm09,15700000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm10,54700000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm11,21600000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm12,48200000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm13,29700000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm14,51300000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm15,54600000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm16,68700000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm17,81900000.00,0,0,0,Results taken from the ISPD 2023 paper
result,ibm18,43100000.00,0,0,0,Results taken from the ISPD 2023 paper
